ID,캐릭터이름,대사,
1,Fabian,(The ⓡ(safe)ⓦ received from ⓖ(Aiden)ⓦ.),금고 살펴보기
2,Fabian,(It looks pretty sturdy^ so I don't think there's any way to force it open.),
3,Fabian,(I can open it myself^ or I can take it to ⓖ(Dave)ⓦ in the ⓑ(slum)ⓦ and he can open it.),
4,Fabian,(I don't think I'll be able to open this safe.),금고 실패
5,,!Not available in the current version!♣⑦,금고 성공(데모버전)
6,Fabian,(ⓡ(Bracelet)ⓦ taken from ⓖ(Ella)ⓦ),팔찌 살펴보기
7,Fabian,(If I took it to ⓖ(Dave)ⓦ in the ⓑ(slum)ⓦ^ he might be able to turn it into money.),
8,Fabian,(This is the worker's outfit from the (sewerage office).),코트 살펴보기
9,Fabian,(I guess I could use this to disguise myself as one of them.),
10,Fabian,'Phew... now I'm starting to look like them.',변장성공
11,Fabian,'But if I show my face^ I might get caught. Be careful.',
12,Fabian,(I don't think I can trick them into this.),변장실패
13,Fabian,(It is inscribed with the words (Lower Riverside)),열쇠 살펴보기
14,Fabian,(An internal map of the (sewer)^ taken from the (Sewerage Office).),지도 살표보기
15,Fabian,(What was found in the safe was a bundle of money and documents.)⊙⑧,금고 성공(정식버전)
16,Fabian,'Let's take a look at the documents...',서류 살펴보기
17,Fabian,(The documents appears to be about something (Aiden) has been investigating recently ⓡ(●1ⓢghost story in the sewers)ⓦ.,키워드 획득- 하수도 괴담
18,Fabian,@Let's see... I wandered around the sewers to investigate the crocodiles living in the sewers...@,
19,Fabian,(I can see scrawled writing behind some pictures of sewers.),
20,Fabian,@It's dangerous here. Unidentified people crowd the sewers.@,
21,Fabian,@They emit a very nasty ⓡ(●3ⓕfishy smell)ⓦ^ and they seem to be the source of the smell that has been circulating in the city lately.@,키워드 획득- 비릿한 냄새 근원
22,Fabian,@Also^ they are ⓡ(●3ⓜkidnapping)ⓦ people in sacks and bringing them inside the sewers!@,키워드 획득- 납치
23,Fabian,@It must be trying to do something terrible.@,
24,Fabian,(The rest of the writing is too blurred to make out^ but one letter is clear.),
25,Fabian,@Ella^ you run away...@,
26,Fabian,'This is a big deal... (sewer)...',
27,Fabian,'I'll have to go to the ⓑ(●1ⓢSewerage Maintenance Office)ⓦ to get into the sewers down by the river.',
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
